timestamp,open,high,low,close,volume
2025-06-02 00:00:00+02:00,5898.75,5909.25,5896.0,5908.0,4705
2025-06-02 00:15:00+02:00,5908.0,5909.0,5899.25,5902.75,2275
2025-06-02 00:30:00+02:00,5902.5,5905.0,5901.25,5902.5,1186
2025-06-02 00:45:00+02:00,5902.75,5904.0,5899.25,5901.25,843
2025-06-02 01:00:00+02:00,5901.5,5901.75,5896.25,5898.5,1225
2025-06-02 01:15:00+02:00,5898.5,5900.0,5896.0,5896.5,1236
2025-06-02 01:30:00+02:00,5896.25,5900.75,5893.25,5899.75,1927
2025-06-02 01:45:00+02:00,5900.0,5900.75,5897.0,5898.75,1036
2025-06-02 02:00:00+02:00,5899.0,5904.5,5897.5,5904.0,2442
2025-06-02 02:15:00+02:00,5904.0,5906.0,5900.0,5900.25,2481
2025-06-02 02:30:00+02:00,5900.5,5901.5,5897.5,5900.25,1595
2025-06-02 02:45:00+02:00,5900.5,5902.25,5896.75,5899.75,2233
2025-06-02 03:00:00+02:00,5900.0,5903.0,5898.75,5902.75,1578
2025-06-02 03:15:00+02:00,5902.75,5904.25,5900.0,5900.25,1580
2025-06-02 03:30:00+02:00,5900.5,5900.75,5894.25,5895.0,2106
2025-06-02 03:45:00+02:00,5895.0,5898.0,5894.5,5896.75,1219
2025-06-02 04:00:00+02:00,5897.0,5898.0,5892.5,5893.0,2322
2025-06-02 04:15:00+02:00,5892.75,5895.75,5891.0,5894.25,1686
2025-06-02 04:30:00+02:00,5894.25,5898.0,5894.25,5897.75,1374
2025-06-02 04:45:00+02:00,5897.5,5898.75,5894.0,5894.75,1427
2025-06-02 05:00:00+02:00,5894.75,5894.75,5887.0,5888.75,3705
2025-06-02 05:15:00+02:00,5888.75,5892.5,5887.75,5889.0,1731
2025-06-02 05:30:00+02:00,5889.25,5890.5,5888.0,5889.25,918
2025-06-02 05:45:00+02:00,5889.25,5889.5,5886.5,5888.0,1687
2025-06-02 06:00:00+02:00,5887.25,5890.0,5886.75,5889.75,1529
2025-06-02 06:15:00+02:00,5889.5,5892.5,5889.5,5891.75,938
2025-06-02 06:30:00+02:00,5891.5,5892.5,5889.5,5890.75,899
2025-06-02 06:45:00+02:00,5890.75,5890.75,5884.25,5886.75,2389
2025-06-02 07:00:00+02:00,5887.0,5890.25,5886.5,5888.75,1264
2025-06-02 07:15:00+02:00,5888.5,5888.75,5885.0,5885.75,1582
2025-06-02 07:30:00+02:00,5885.5,5886.25,5881.5,5885.5,2121
2025-06-02 07:45:00+02:00,5885.25,5886.25,5882.5,5885.0,1297
2025-06-02 08:00:00+02:00,5884.75,5885.25,5878.5,5878.75,1882
