timestamp,open,high,low,close,volume
2025-07-07 16:00:00+02:00,6305.0,6306.5,6295.5,6299.0,20940
2025-07-07 16:05:00+02:00,6299.25,6302.0,6298.25,6299.5,10746
2025-07-07 16:10:00+02:00,6299.5,6301.25,6295.75,6296.0,11388
2025-07-07 16:15:00+02:00,6295.75,6299.25,6293.5,6298.0,13123
2025-07-07 16:20:00+02:00,6298.25,6300.75,6297.25,6300.25,9020
2025-07-07 16:25:00+02:00,6300.25,6302.75,6297.5,6299.0,11588
2025-07-07 16:30:00+02:00,6299.0,6299.5,6293.75,6293.75,13773
2025-07-07 16:35:00+02:00,6294.0,6296.5,6293.25,6295.5,9629
2025-07-07 16:40:00+02:00,6295.25,6297.5,6294.25,6295.0,7210
2025-07-07 16:45:00+02:00,6295.0,6297.75,6294.0,6295.25,8917
2025-07-07 16:50:00+02:00,6295.25,6296.25,6287.75,6291.0,16091
2025-07-07 16:55:00+02:00,6291.0,6292.5,6288.25,6290.0,12685
2025-07-07 17:00:00+02:00,6289.75,6292.5,6287.25,6289.25,13456
2025-07-07 17:05:00+02:00,6289.25,6290.0,6287.25,6289.0,8633
2025-07-07 17:10:00+02:00,6288.75,6289.5,6286.75,6287.5,9473
2025-07-07 17:15:00+02:00,6287.5,6289.0,6284.5,6285.5,9885
2025-07-07 17:20:00+02:00,6285.5,6288.0,6283.75,6286.75,8552
2025-07-07 17:25:00+02:00,6286.75,6289.5,6286.0,6289.0,7431
2025-07-07 17:30:00+02:00,6289.0,6290.75,6287.0,6287.75,8211
2025-07-08 16:00:00+02:00,6274.0,6276.75,6269.5,6272.5,20062
2025-07-08 16:05:00+02:00,6272.75,6273.0,6266.25,6269.5,21786
2025-07-08 16:10:00+02:00,6269.5,6272.5,6267.5,6270.5,11105
2025-07-08 16:15:00+02:00,6270.75,6274.5,6269.5,6270.25,11576
2025-07-08 16:20:00+02:00,6270.25,6272.25,6264.5,6264.75,14751
2025-07-08 16:25:00+02:00,6264.75,6268.5,6263.75,6267.5,14946
2025-07-08 16:30:00+02:00,6267.75,6279.25,6267.25,6279.25,17637
2025-07-08 16:35:00+02:00,6279.25,6282.5,6277.5,6281.0,16246
2025-07-08 16:40:00+02:00,6281.0,6282.5,6275.75,6278.25,13348
2025-07-08 16:45:00+02:00,6278.5,6278.5,6269.25,6273.0,28808
2025-07-08 16:50:00+02:00,6273.0,6275.75,6263.75,6266.5,23232
2025-07-08 16:55:00+02:00,6266.5,6271.75,6262.5,6271.75,15915
2025-07-08 17:00:00+02:00,6271.75,6275.0,6269.75,6273.0,11004
2025-07-08 17:05:00+02:00,6272.75,6277.25,6272.5,6275.5,6282
2025-07-08 17:10:00+02:00,6276.0,6278.75,6274.25,6275.0,14225
2025-07-08 17:15:00+02:00,6275.0,6276.5,6272.0,6272.5,8638
2025-07-08 17:20:00+02:00,6272.5,6273.75,6266.25,6267.0,12634
2025-07-08 17:25:00+02:00,6267.0,6269.25,6264.5,6267.0,12341
2025-07-08 17:30:00+02:00,6267.0,6271.25,6267.0,6270.0,12049
2025-07-09 16:00:00+02:00,6310.0,6313.0,6307.75,6308.0,17996
2025-07-09 16:05:00+02:00,6308.0,6311.5,6306.0,6309.75,17668
2025-07-09 16:10:00+02:00,6309.75,6312.5,6307.25,6309.75,14455
2025-07-09 16:15:00+02:00,6309.5,6310.5,6307.25,6307.25,10494
2025-07-09 16:20:00+02:00,6307.5,6308.75,6306.5,6307.0,9876
2025-07-09 16:25:00+02:00,6307.25,6308.5,6298.75,6301.0,25256
