timestamp,open,high,low,close,volume
2025-07-07 00:00:00+02:00,6307.75,6313.0,6295.5,6302.5,2830
2025-07-07 00:05:00+02:00,6302.75,6310.0,6301.5,6304.75,1878
2025-07-07 00:10:00+02:00,6304.75,6306.25,6302.0,6303.5,1066
2025-07-07 00:15:00+02:00,6303.5,6307.0,6303.5,6306.25,761
2025-07-07 00:20:00+02:00,6306.0,6306.25,6303.5,6303.75,679
2025-07-07 00:25:00+02:00,6304.0,6304.0,6301.5,6302.25,756
2025-07-07 00:30:00+02:00,6302.5,6303.5,6300.25,6302.0,811
2025-07-07 00:35:00+02:00,6302.25,6303.75,6301.75,6303.5,349
2025-07-07 00:40:00+02:00,6303.25,6303.5,6302.25,6303.0,306
2025-07-07 00:45:00+02:00,6303.0,6304.0,6302.0,6302.75,263
2025-07-07 00:50:00+02:00,6302.75,6303.25,6301.0,6302.25,299
2025-07-07 00:55:00+02:00,6302.0,6303.25,6300.0,6300.75,478
2025-07-07 01:00:00+02:00,6300.75,6301.25,6299.0,6300.25,531
2025-07-07 01:05:00+02:00,6300.0,6301.25,6298.5,6300.75,399
2025-07-07 01:10:00+02:00,6301.0,6303.25,6301.0,6302.75,420
2025-07-07 01:15:00+02:00,6302.75,6303.75,6302.0,6303.0,322
2025-07-07 01:20:00+02:00,6303.0,6306.0,6302.75,6305.5,432
2025-07-07 01:25:00+02:00,6305.5,6305.75,6302.5,6303.25,519
2025-07-07 01:30:00+02:00,6303.25,6303.75,6300.75,6303.25,376
2025-07-07 01:35:00+02:00,6303.0,6305.0,6301.75,6304.75,345
2025-07-07 01:40:00+02:00,6304.5,6304.75,6302.25,6303.0,256
2025-07-07 01:45:00+02:00,6303.0,6304.0,6302.5,6302.5,470
2025-07-07 01:50:00+02:00,6302.5,6303.0,6300.5,6301.75,428
2025-07-07 01:55:00+02:00,6301.5,6301.75,6299.25,6301.25,534
2025-07-07 02:00:00+02:00,6301.25,6304.25,6299.25,6304.25,859
2025-07-07 02:05:00+02:00,6304.5,6306.0,6303.0,6303.25,697
2025-07-07 02:10:00+02:00,6303.5,6303.5,6302.25,6303.0,354
2025-07-07 02:15:00+02:00,6303.0,6304.0,6302.75,6303.0,368
2025-07-07 02:20:00+02:00,6303.25,6304.0,6302.25,6302.75,303
2025-07-07 02:25:00+02:00,6302.5,6302.75,6301.75,6302.75,208
2025-07-07 02:30:00+02:00,6302.25,6304.0,6302.25,6303.75,226
2025-07-07 02:35:00+02:00,6304.0,6304.0,6301.5,6303.5,447
2025-07-07 02:40:00+02:00,6303.5,6303.75,6300.0,6300.25,807
2025-07-07 02:45:00+02:00,6300.25,6302.0,6299.75,6301.5,481
2025-07-07 02:50:00+02:00,6301.5,6301.75,6300.25,6301.5,405
2025-07-07 02:55:00+02:00,6301.5,6301.75,6300.75,6301.5,309
2025-07-07 03:00:00+02:00,6301.5,6301.75,6296.25,6296.25,1086
2025-07-07 03:05:00+02:00,6296.5,6296.75,6292.0,6293.75,1807
2025-07-07 03:10:00+02:00,6293.75,6294.5,6291.0,6292.0,849
2025-07-07 03:15:00+02:00,6291.75,6298.75,6291.75,6298.25,1066
2025-07-07 03:20:00+02:00,6298.25,6299.5,6297.5,6297.75,983
2025-07-07 03:25:00+02:00,6297.75,6300.25,6297.5,6300.25,380
2025-07-07 03:30:00+02:00,6300.0,6301.25,6297.75,6297.75,518
2025-07-07 03:35:00+02:00,6297.75,6299.25,6295.5,6296.25,638
2025-07-07 03:40:00+02:00,6296.0,6297.75,6296.0,6297.25,329
2025-07-07 03:45:00+02:00,6297.0,6299.0,6296.5,6297.25,363
2025-07-07 03:50:00+02:00,6297.5,6299.75,6297.5,6298.75,468
2025-07-07 03:55:00+02:00,6298.5,6299.75,6297.0,6297.25,347
2025-07-07 04:00:00+02:00,6297.5,6298.0,6297.0,6298.0,217
2025-07-07 04:05:00+02:00,6297.5,6298.0,6297.5,6297.75,180
2025-07-07 04:10:00+02:00,6297.75,6300.75,6297.75,6300.0,492
2025-07-07 04:15:00+02:00,6299.75,6301.5,6299.75,6301.5,395
2025-07-07 04:20:00+02:00,6301.5,6301.75,6298.25,6300.0,574
2025-07-07 04:25:00+02:00,6299.75,6301.5,6299.75,6301.0,413
2025-07-07 04:30:00+02:00,6301.0,6301.25,6296.5,6297.5,602
2025-07-07 04:35:00+02:00,6297.25,6299.25,6296.5,6298.5,386
2025-07-07 04:40:00+02:00,6298.75,6300.0,6298.0,6299.5,395
2025-07-07 04:45:00+02:00,6299.5,6299.75,6298.25,6298.5,243
2025-07-07 04:50:00+02:00,6298.75,6300.25,6298.75,6299.25,289
2025-07-07 04:55:00+02:00,6299.5,6299.75,6297.75,6298.25,200
2025-07-07 05:00:00+02:00,6298.25,6298.5,6294.0,6294.25,610
2025-07-07 05:05:00+02:00,6294.5,6296.5,6294.25,6295.5,462
2025-07-07 05:10:00+02:00,6295.5,6297.25,6295.5,6296.5,246
2025-07-07 05:15:00+02:00,6296.5,6297.0,6295.5,6296.5,139
2025-07-07 05:20:00+02:00,6296.5,6296.5,6295.75,6296.0,124
2025-07-07 05:25:00+02:00,6296.25,6297.5,6296.25,6297.25,141
2025-07-07 05:30:00+02:00,6297.25,6298.0,6296.5,6296.75,192
2025-07-07 05:35:00+02:00,6296.75,6297.5,6296.75,6297.25,107
2025-07-07 05:40:00+02:00,6297.25,6299.25,6297.25,6299.25,500
2025-07-07 05:45:00+02:00,6299.25,6301.25,6299.0,6300.5,285
