timestamp,equity
2025-07-07 16:00:00+02:00,0.0
2025-07-07 16:05:00+02:00,0.0
2025-07-07 16:10:00+02:00,0.0
2025-07-07 16:15:00+02:00,0.0
2025-07-07 16:20:00+02:00,0.0
2025-07-07 16:25:00+02:00,0.0
2025-07-07 16:30:00+02:00,0.0
2025-07-07 16:35:00+02:00,0.0
2025-07-07 16:40:00+02:00,0.0
2025-07-07 16:45:00+02:00,0.0
2025-07-07 16:50:00+02:00,0.0
2025-07-07 16:55:00+02:00,0.0
2025-07-07 17:00:00+02:00,0.0
2025-07-07 17:05:00+02:00,0.0
2025-07-07 17:10:00+02:00,0.0
2025-07-07 17:15:00+02:00,0.0
2025-07-07 17:20:00+02:00,0.0
2025-07-07 17:25:00+02:00,0.0
2025-07-07 17:30:00+02:00,0.0
2025-07-08 16:00:00+02:00,0.0
2025-07-08 16:05:00+02:00,447.1428571428669
2025-07-08 16:10:00+02:00,447.1428571428669
2025-07-08 16:15:00+02:00,447.1428571428669
2025-07-08 16:20:00+02:00,291.1607142857338
2025-07-08 16:25:00+02:00,291.1607142857338
2025-07-08 16:30:00+02:00,72.23214285715585
2025-07-08 16:35:00+02:00,72.23214285715585
2025-07-08 16:40:00+02:00,72.23214285715585
2025-07-08 16:45:00+02:00,72.23214285715585
2025-07-08 16:50:00+02:00,195.2678571428669
2025-07-08 16:55:00+02:00,121.875
2025-07-08 17:00:00+02:00,121.875
2025-07-08 17:05:00+02:00,121.875
2025-07-08 17:10:00+02:00,121.875
2025-07-08 17:15:00+02:00,121.875
2025-07-08 17:20:00+02:00,18.125
2025-07-08 17:25:00+02:00,18.125
2025-07-08 17:30:00+02:00,18.125
2025-07-09 16:00:00+02:00,709.910714285711
2025-07-09 16:05:00+02:00,709.910714285711
2025-07-09 16:10:00+02:00,709.910714285711
2025-07-09 16:15:00+02:00,709.910714285711
2025-07-09 16:20:00+02:00,709.910714285711
2025-07-09 16:25:00+02:00,518.214285714289
2025-07-09 16:30:00+02:00,506.4285714285779
2025-07-09 16:35:00+02:00,506.4285714285779
2025-07-09 16:40:00+02:00,506.4285714285779
2025-07-09 16:45:00+02:00,506.4285714285779
2025-07-09 16:50:00+02:00,506.4285714285779
2025-07-09 16:55:00+02:00,506.4285714285779
2025-07-09 17:00:00+02:00,506.4285714285779
2025-07-09 17:05:00+02:00,506.4285714285779
2025-07-09 17:10:00+02:00,506.4285714285779
2025-07-09 17:15:00+02:00,506.4285714285779
2025-07-09 17:20:00+02:00,506.4285714285779
2025-07-09 17:25:00+02:00,645.535714285711
2025-07-09 17:30:00+02:00,645.535714285711
2025-07-10 16:00:00+02:00,452.9464285714221
2025-07-10 16:05:00+02:00,452.9464285714221
